16.03303,33.806396,6.4045906,29.685907,27.510456,27.938372,32.844391,33.947605,8.1668339,18.806698,10.433993,23.800743
27.020969,19.618204,7.0139623,38.934483,36.426785,15.553817,42.669765,38.342072,24.735449,11.957088,15.283758,24.299227
29.652233,16.378008,-8.7926273,49.559574,39.239773,35.333565,42.225349,47.690559,24.886892,10.818389,9.2977381,19.505602
12.060156,34.26569,7.2630711,44.736763,30.008579,37.091373,22.452147,26.097307,7.1002793,12.625857,10.672847,24.373236
29.590441,24.469036,12.092709,40.831142,48.837906,49.102352,39.243912,24.656597,23.244238,19.263809,24.974277,20.708267
29.488571,28.588377,14.216573,53.277893,45.651817,31.773436,40.672508,31.034462,16.263548,16.456259,27.984674,15.734988
6.6735005,19.3524,8.2257042,27.935081,30.566948,31.493374,26.062956,38.92025,16.722689,14.435781,17.632227,19.266329
36.228119,22.077955,18.818617,24.551144,25.836939,33.074249,27.573135,36.629021,28.15118,16.689465,20.633837,22.107948
20.613117,41.464447,4.4425683,20.519634,34.965881,39.193245,27.666462,40.913288,28.781466,16.075253,22.282263,22.926912
19.356672,46.39743,-3.2482147,26.999933,23.819782,29.658808,36.081379,36.191109,21.900618,19.26264,21.079515,28.879309
24.907852,39.180832,17.384293,34.919487,33.479095,30.306229,43.758961,29.331034,24.797657,14.356461,23.264544,18.591394
28.597788,27.532314,19.603888,57.068478,45.877785,36.244251,41.875149,32.076687,25.83003,19.850054,25.523691,27.75037
43.196922,41.449005,21.614609,50.631294,53.973774,53.477787,39.376518,39.88765,21.774881,13.537731,14.781821,22.483545
23.546741,25.080055,22.503841,39.04678,33.492245,21.866068,39.979481,30.257469,15.89341,13.433434,25.247095,22.521616
21.12151,34.024658,3.4772513,35.268211,37.274685,42.093498,19.617006,19.835676,23.103762,13.948502,19.633028,21.047909
34.945057,32.219429,4.2056999,64.336342,48.869808,57.054958,45.142918,35.947166,37.297981,18.095108,22.013597,24.79261
30.657288,29.759533,19.159851,50.898209,39.449776,52.964855,41.587093,35.349937,26.734951,18.869339,28.814672,26.957645
18.122929,35.140743,11.572859,37.292591,41.492661,30.995539,37.924992,35.148884,19.050083,19.548262,28.525932,34.704384
27.437429,35.772369,13.265798,35.479103,44.877594,26.452456,29.009756,40.145885,15.67641,13.874144,26.038397,29.516544
30.325058,47.575752,19.630001,48.197144,50.325325,43.015167,38.522045,35.674118,22.510015,19.944237,36.545338,26.585579
12.841473,20.478418,7.4574652,28.11034,32.655315,37.617172,44.625954,30.927473,20.22097,14.564633,12.628467,18.425652
36.100311,26.710526,-.7733115,50.654202,51.927288,43.2099,46.846077,42.766579,21.77951,17.140667,18.20303,26.967304
29.965418,39.999901,3.3290114,29.88904,36.197403,39.229015,35.397346,41.034199,19.752213,12.250542,20.076689,24.294912
37.274525,39.183479,2.0756938,63.829117,31.312233,42.973202,35.862133,48.637184,41.411541,16.640202,44.336002,24.914339
27.501799,38.06205,1.5633758,34.982136,34.305759,31.660315,32.101467,50.640774,31.516411,20.226929,27.127808,28.460976
37.897755,44.019516,14.826741,33.602955,49.413712,43.157181,37.931293,45.415787,46.907276,16.285097,29.786524,34.748016
31.122026,32.776276,3.996963,43.169594,38.966999,32.982731,40.971066,42.228962,26.097616,19.373135,38.979515,32.914757
25.600517,28.544174,13.261094,32.938164,43.435013,34.283817,32.967987,34.486618,26.912161,19.269964,10.16576,25.300406
34.529263,31.789173,23.474958,24.541523,33.161251,46.757572,44.066502,31.336487,19.74637,17.762684,26.481747,21.505939
36.278408,38.299812,-.046639562,27.343613,26.706736,25.10424,22.077734,26.034266,32.335148,19.1985,40.875591,32.560898
29.464472,45.650673,10.569257,50.435345,52.223003,33.51693,37.366901,23.442768,17.039248,12.835414,7.2272882,24.425821
39.040592,18.073866,15.270413,57.014381,39.355732,55.839458,29.129099,31.568424,27.353506,13.937213,11.946868,25.581629
3.8890848,28.5091,19.618828,53.891953,37.374805,46.710758,50.657089,40.532772,21.689501,21.957712,36.121445,24.205097
16.847338,25.651165,10.519904,46.920437,49.014881,35.348904,44.979801,27.611837,21.473604,13.327778,13.978887,15.736827
17.797243,10.248726,-1.6950502,38.056591,46.384182,40.433418,37.587799,31.054089,16.304497,14.532937,18.296968,20.775162
23.753155,22.5793,23.081783,31.120491,33.800133,32.348969,36.796799,41.138012,20.331415,14.462398,33.335361,25.515818
14.963267,26.897945,25.650835,37.536438,25.114594,26.277582,38.514927,34.116032,21.853506,18.602827,23.097013,19.753653
28.534714,40.148312,20.783543,39.121395,26.520252,32.930588,31.612499,41.755646,23.521893,17.852629,39.11293,22.928114
38.615681,29.076031,9.1431065,63.280529,39.087433,58.257408,34.234749,43.926773,21.486288,13.944155,29.235426,28.074436
32.090855,50.996853,10.186904,51.011791,39.582775,39.465694,31.940016,34.114487,20.419146,13.849655,14.299266,22.655561
32.073376,29.371302,18.076651,47.884338,41.763126,40.281982,37.165924,33.797504,23.544567,16.638151,24.403233,25.47768
30.962347,33.564426,15.902351,35.648346,33.969154,19.422949,34.768875,36.515648,9.7814817,16.625696,24.387201,36.711525
23.88579,28.359995,7.3960757,35.099991,39.331703,28.839413,34.768909,19.205936,22.318972,13.320471,8.7643938,22.932396
6.6567721,21.913137,1.9710184,21.897251,50.314396,43.078712,30.812212,39.857952,40.022449,14.488143,10.898554,26.101862
33.405315,23.010983,-7.9304614,45.360275,36.311531,49.073032,34.171169,31.975397,21.564842,20.424824,27.682552,28.342648
40.426563,24.410461,9.5621767,69.772041,57.720734,60.690254,37.643513,31.335537,22.302662,18.196592,25.096495,22.145733
16.051327,50.450821,14.290851,30.565584,26.432274,37.466579,29.610937,47.395103,24.07279,14.545885,26.060488,29.105474
21.347778,42.199558,1.0168741,34.874756,40.611298,32.995644,39.811138,40.726513,25.909529,17.323471,37.628841,22.993551
